date,state,district,market,commodity,min_price,max_price,modal_price,arrival_quantity,temperature_max,temperature_min,precipitation,rain,latitude,longitude,year,msp_price,month,day_of_year,month_sin,month_cos,price_lag_1,price_lag_7,price_lag_14,price_lag_30,temp_max_lag_30,temp_max_lag_90,price_volatility_7d,price_volatility_30d,rain_cum_30d,rain_cum_90d,price_to_msp_ratio,near_msp_floor
2024-04-30,Telangana,Nalgonda,Nalgonda Mandi,Maize,5021.02,5208.88,5118.01,77.73,42.7,27.55,0.0,0.0,17.0577,79.2684,2024,2225,4,121,0.8660254037844387,-0.4999999999999998,5139.97,4952.04,5015.68,4758.18,39.3,0.0,189.6722755175364,119.97343244216232,16.900000000000002,0.0,2.300229213483146,0
2024-05-01,Telangana,Nalgonda,Nalgonda Mandi,Maize,4929.21,5145.82,5013.63,20.73,44.05,29.0,0.0,0.0,17.0577,79.2684,2024,2225,5,122,0.49999999999999994,-0.8660254037844387,5118.01,4656.93,4978.19,4927.9,39.75,0.0,127.12614584397365,119.65818231745507,16.900000000000002,0.0,2.2533168539325845,0
2024-05-02,Telangana,Nalgonda,Nalgonda Mandi,Maize,4710.7,4843.78,4774.04,46.19,43.05,29.15,0.0,0.0,17.0577,79.2684,2024,2225,5,123,0.49999999999999994,-0.8660254037844387,5013.63,5010.11,4922.59,4934.45,40.1,0.0,159.63540101475974,125.43801056216238,16.900000000000002,0.0,2.14563595505618,0
2024-05-03,Telangana,Nalgonda,Nalgonda Mandi,Maize,4807.64,4968.24,4911.0,17.15,42.55,27.65,0.0,0.0,17.0577,79.2684,2024,2225,5,124,0.49999999999999994,-0.8660254037844387,4774.04,5072.01,5056.5,4876.65,39.85,0.0,158.06044259803252,124.61975521008193,16.900000000000002,0.0,2.207191011235955,0
2024-05-04,Telangana,Nalgonda,Nalgonda Mandi,Maize,5053.23,5274.98,5193.14,91.24,42.95,28.25,0.1,0.1,17.0577,79.2684,2024,2225,5,125,0.49999999999999994,-0.8660254037844387,4911.0,5077.38,5010.83,5062.15,40.55,0.0,176.109583444379,129.7582695187703,17.0,0.0,2.3339955056179775,0
2024-05-05,Telangana,Nalgonda,Nalgonda Mandi,Maize,4874.44,5059.46,4948.73,72.34,42.3,28.75,0.2,0.2,17.0577,79.2684,2024,2225,5,126,0.49999999999999994,-0.8660254037844387,5193.14,4760.74,5052.83,5076.43,40.9,0.0,147.88944822142824,128.7507753638077,17.200000000000003,0.0,2.2241483146067416,0
2024-05-06,Telangana,Nalgonda,Nalgonda Mandi,Maize,4930.34,5201.57,5063.39,31.31,42.85,28.8,0.0,0.0,17.0577,79.2684,2024,2225,5,127,0.49999999999999994,-0.8660254037844387,4948.73,5139.97,5041.6,5138.35,41.6,0.0,139.62584345995953,126.29326869331331,17.200000000000003,0.0,2.275680898876405,0
2024-05-07,Telangana,Nalgonda,Nalgonda Mandi,Maize,4861.52,5088.64,4941.01,89.19,36.5,25.5,12.4,12.4,17.0577,79.2684,2024,2225,5,128,0.49999999999999994,-0.8660254037844387,5063.39,5118.01,4952.04,4990.5,42.55,0.0,131.12314993020598,126.45261921677088,29.6,0.0,2.220678651685393,0
2024-05-08,Telangana,Nalgonda,Nalgonda Mandi,Maize,4889.72,5057.64,4983.55,40.06,38.65,25.3,0.1,0.1,17.0577,79.2684,2024,2225,5,129,0.49999999999999994,-0.8660254037844387,4941.01,5013.63,4656.93,5201.95,39.35,0.0,130.24503847601744,119.11315105838435,29.700000000000003,0.0,2.2397977528089887,0
2024-05-09,Telangana,Nalgonda,Nalgonda Mandi,Maize,4874.1,5071.43,4960.05,97.45,38.15,27.45,5.3999996,5.3999996,17.0577,79.2684,2024,2225,5,130,0.49999999999999994,-0.8660254037844387,4983.55,4774.04,5010.11,4977.41,37.7,0.0,97.65353856997912,119.1153170926895,35.099999600000004,0.0,2.22923595505618,0
2024-05-10,Telangana,Nalgonda,Nalgonda Mandi,Maize,4891.21,5018.88,4942.58,50.9,38.1,25.5,0.2,0.2,17.0577,79.2684,2024,2225,5,131,0.49999999999999994,-0.8660254037844387,4960.05,4911.0,5072.01,4895.22,38.15,0.0,93.49065654868987,118.41732490567465,35.2999996,0.0,2.2213842696629214,0
2024-05-11,Telangana,Nalgonda,Nalgonda Mandi,Maize,4832.69,5059.15,4980.9,72.96,39.45,27.1,0.0,0.0,17.0577,79.2684,2024,2225,5,132,0.49999999999999994,-0.8660254037844387,4942.58,5193.14,5077.38,5023.04,37.35,0.0,42.890206285798286,118.02126519909629,34.999999599999995,0.0,2.2386067415730335,0
2024-05-12,Telangana,Nalgonda,Nalgonda Mandi,Maize,4806.96,4965.93,4878.43,64.59,36.05,27.85,5.1000004,5.1000004,17.0577,79.2684,2024,2225,5,133,0.49999999999999994,-0.8660254037844387,4980.9,4948.73,4760.74,4843.62,31.85,0.0,56.081558678497174,116.91151415523188,24.7,0.0,2.192552808988764,0
2024-05-13,Telangana,Nalgonda,Nalgonda Mandi,Maize,4717.0,4897.72,4807.93,84.54,36.9,27.6,0.7,0.7,17.0577,79.2684,2024,2225,5,134,0.49999999999999994,-0.8660254037844387,4878.43,5063.39,5139.97,4803.36,37.1,0.0,63.4650797495688,116.68938704462624,25.3,0.0,2.1608674157303374,0
2024-05-14,Telangana,Nalgonda,Nalgonda Mandi,Maize,4870.08,5127.78,4980.58,68.39,36.25,25.55,0.3,0.3,17.0577,79.2684,2024,2225,5,135,0.49999999999999994,-0.8660254037844387,4807.93,4941.01,5118.01,4855.84,37.65,0.0,66.52835822128141,114.67304997051508,25.6,0.0,2.2384629213483147,0
2024-05-15,Telangana,Nalgonda,Nalgonda Mandi,Maize,4836.31,5015.9,4929.46,59.83,37.65,26.05,4.2999997,4.2999997,17.0577,79.2684,2024,2225,5,136,0.49999999999999994,-0.8660254037844387,4980.58,4983.55,5013.63,4991.12,39.9,0.0,62.7721734680649,114.91751207594149,29.899999700000002,0.0,2.2154876404494384,0
2024-05-16,Telangana,Nalgonda,Nalgonda Mandi,Maize,4808.25,5058.56,4934.48,78.88,32.35,25.5,24.500002,24.500002,17.0577,79.2684,2024,2225,5,137,0.49999999999999994,-0.8660254037844387,4929.46,4960.05,4774.04,5015.68,39.95,0.0,61.16379114818751,114.82068417779738,54.4000017,0.0,2.217743820224719,0
2024-05-17,Telangana,Nalgonda,Nalgonda Mandi,Maize,4866.83,5023.13,4950.14,19.86,32.55,24.1,13.1,13.1,17.0577,79.2684,2024,2225,5,138,0.49999999999999994,-0.8660254037844387,4934.48,4942.58,4911.0,4978.19,40.65,0.0,61.65148941930851,114.86382203867915,67.5000017,0.0,2.2247820224719104,0
2024-05-18,Telangana,Nalgonda,Nalgonda Mandi,Maize,5084.94,5299.93,5191.63,93.26,33.85,25.0,0.5,0.5,17.0577,79.2684,2024,2225,5,139,0.49999999999999994,-0.8660254037844387,4950.14,4980.9,5193.14,4922.59,41.2,0.0,119.17482660041236,121.44417221529199,68.0000017,0.0,2.333316853932584,0
2024-05-19,Telangana,Nalgonda,Nalgonda Mandi,Maize,4861.61,5007.41,4916.04,18.17,35.05,25.35,6.9,6.9,17.0577,79.2684,2024,2225,5,140,0.49999999999999994,-0.8660254037844387,5191.63,4878.43,4948.73,5056.5,41.0,0.0,116.04696526673736,121.01173176906093,74.90000169999999,0.0,2.2094561797752807,0
2024-05-20,Telangana,Nalgonda,Nalgonda Mandi,Maize,4865.02,5071.96,4979.61,31.82,34.3,24.7,10.6,10.6,17.0577,79.2684,2024,2225,5,141,0.49999999999999994,-0.8660254037844387,4916.04,4807.93,5063.39,5010.83,38.85,0.0,95.15587420248184,120.81019712423047,84.4000017,0.0,2.238026966292135,0
2024-05-21,Telangana,Nalgonda,Nalgonda Mandi,Maize,4887.84,5157.63,5036.63,44.28,33.8,26.3,2.1,2.1,17.0577,79.2684,2024,2225,5,142,0.49999999999999994,-0.8660254037844387,4979.61,4980.58,4941.01,5052.83,40.6,0.0,97.24051717752685,120.47247551528784,86.5000017,0.0,2.2636539325842695,0
2024-05-22,Telangana,Nalgonda,Nalgonda Mandi,Maize,4823.72,4968.42,4917.45,36.7,35.65,26.2,1.4000001,1.4000001,17.0577,79.2684,2024,2225,5,143,0.49999999999999994,-0.8660254037844387,5036.63,4929.46,4983.55,5041.6,41.0,0.0,98.60656787745904,120.11411908403336,87.9000018,0.0,2.2100898876404496,0
2024-05-23,Telangana,Nalgonda,Nalgonda Mandi,Maize,4958.41,5209.83,5071.17,83.25,37.2,26.4,0.1,0.1,17.0577,79.2684,2024,2225,5,144,0.49999999999999994,-0.8660254037844387,4917.45,4934.48,4960.05,4952.04,41.0,0.0,99.44300121414688,121.54992174165446,88.0000018,0.0,2.2791775280898876,0
2024-05-24,Telangana,Nalgonda,Nalgonda Mandi,Maize,4859.1,5128.2,5008.57,81.6,40.85,28.15,0.0,0.0,17.0577,79.2684,2024,2225,5,145,0.49999999999999994,-0.8660254037844387,5071.17,4950.14,4942.58,4656.93,40.85,0.0,96.07890316471152,106.16442448272008,88.0000018,0.0,2.2510426966292134,0
2024-05-25,Telangana,Nalgonda,Nalgonda Mandi,Maize,4753.14,4885.68,4832.54,40.37,37.7,28.8,0.0,0.0,17.0577,79.2684,2024,2225,5,146,0.49999999999999994,-0.8660254037844387,5008.57,5191.63,4980.9,5010.11,41.7,0.0,82.37256671744194,109.50292486987512,88.0000018,0.0,2.1719280898876403,0
2024-05-26,Telangana,Nalgonda,Nalgonda Mandi,Maize,5028.37,5263.35,5150.27,54.89,41.3,30.3,0.2,0.2,17.0577,79.2684,2024,2225,5,147,0.49999999999999994,-0.8660254037844387,4832.54,4916.04,4878.43,5072.01,41.85,0.0,103.54751738763926,112.7252187946375,88.2000018,0.0,2.3147280898876406,0
2024-05-27,Telangana,Nalgonda,Nalgonda Mandi,Maize,4793.33,5037.43,4925.79,30.97,40.3,30.65,0.0,0.0,17.0577,79.2684,2024,2225,5,148,0.49999999999999994,-0.8660254037844387,5150.27,4979.61,4807.93,5077.38,40.75,0.0,107.20096794605904,111.59067943198481,88.2000018,0.0,2.213838202247191,0
2024-05-28,Telangana,Nalgonda,Nalgonda Mandi,Maize,4729.26,4929.23,4869.35,88.48,39.25,30.25,0.0,0.0,17.0577,79.2684,2024,2225,5,149,0.49999999999999994,-0.8660254037844387,4925.79,5036.63,4980.58,4760.74,43.05,0.0,113.96669231465508,106.03270772813904,88.2000018,0.0,2.1884719101123595,0
2024-05-29,Telangana,Nalgonda,Nalgonda Mandi,Maize,4984.24,5216.27,5109.54,54.97,40.9,30.45,0.0,0.0,17.0577,79.2684,2024,2225,5,150,0.49999999999999994,-0.8660254037844387,4869.35,4917.45,4929.46,5139.97,41.85,0.0,122.60008570260567,104.56860004514898,88.2000018,0.0,2.2964224719101125,0
2024-05-30,Telangana,Nalgonda,Nalgonda Mandi,Maize,4905.52,5155.45,5011.26,13.32,41.5,31.2,0.0,0.0,17.0577,79.2684,2024,2225,5,151,0.49999999999999994,-0.8660254037844387,5109.54,5071.17,4934.48,5118.01,42.7,0.0,118.4431171491214,101.38384749095391,88.2000018,0.0,2.2522516853932584,0
2024-05-31,Telangana,Nalgonda,Nalgonda Mandi,Maize,5049.57,5226.56,5108.95,47.72,42.45,28.25,0.0,0.0,17.0577,79.2684,2024,2225,5,152,0.49999999999999994,-0.8660254037844387,5011.26,5008.57,4950.14,5013.63,44.05,0.0,127.27129998550554,104.1327295093022,88.2000018,0.0,2.2961573033707863,0
2024-06-01,Telangana,Nalgonda,Nalgonda Mandi,Maize,4860.79,5087.02,4946.58,49.49,41.25,28.3,7.7999997,7.7999997,17.0577,79.2684,2024,2225,6,153,1.2246467991473532e-16,-1.0,5108.95,4832.54,5191.63,4774.04,43.05,0.0,107.92743324854736,97.06485652896475,96.0000015,0.0,2.22318202247191,0
2024-06-02,Telangana,Nalgonda,Nalgonda Mandi,Maize,4832.48,5098.02,4965.57,86.97,36.5,26.9,32.3,32.3,17.0577,79.2684,2024,2225,6,154,1.2246467991473532e-16,-1.0,4946.58,5150.27,4916.04,4911.0,42.55,0.0,91.32842691027392,96.18233374002817,128.3000015,0.0,2.2317168539325842,0
2024-06-03,Telangana,Nalgonda,Nalgonda Mandi,Maize,4844.52,5066.35,4946.73,34.67,34.35,25.9,1.7,1.7,17.0577,79.2684,2024,2225,6,155,1.2246467991473532e-16,-1.0,4965.57,4925.79,4979.61,5193.14,42.95,0.0,89.15333078733904,87.91795721600063,129.9000015,0.0,2.223249438202247,0
2024-06-04,Telangana,Nalgonda,Nalgonda Mandi,Maize,4774.84,4980.09,4895.04,33.04,36.8,25.8,10.299999,10.299999,17.0577,79.2684,2024,2225,6,156,1.2246467991473532e-16,-1.0,4946.73,4869.35,5036.63,4948.73,42.3,0.0,83.51768469697541,89.03779170253725,140.0000005,0.0,2.20001797752809,0
2024-06-05,Telangana,Nalgonda,Nalgonda Mandi,Maize,4852.77,5075.93,4926.0,45.21,34.25,26.15,24.199999,24.199999,17.0577,79.2684,2024,2225,6,157,1.2246467991473532e-16,-1.0,4895.04,5109.54,4917.45,5063.39,42.85,0.0,70.30818627402688,87.83365051808671,164.1999995,0.0,2.213932584269663,0
2024-06-06,Telangana,Nalgonda,Nalgonda Mandi,Maize,4946.53,5163.01,5056.73,95.17,35.55,25.55,37.3,37.3,17.0577,79.2684,2024,2225,6,158,1.2246467991473532e-16,-1.0,4926.0,5011.26,5071.17,4941.01,36.5,0.0,76.43318252223064,89.05244439906366,189.09999949999997,0.0,2.272687640449438,0
2024-06-07,Telangana,Nalgonda,Nalgonda Mandi,Maize,4943.7,5178.99,5074.12,61.64,34.6,25.65,0.3,0.3,17.0577,79.2684,2024,2225,6,159,1.2246467991473532e-16,-1.0,5056.73,5108.95,5008.57,4983.55,38.65,0.0,67.03985822237837,90.91074135542587,189.29999949999998,0.0,2.280503370786517,0
2024-06-08,Telangana,Nalgonda,Nalgonda Mandi,Maize,4977.65,5138.66,5081.35,43.03,34.75,26.3,0.0,0.0,17.0577,79.2684,2024,2225,6,160,1.2246467991473532e-16,-1.0,5074.12,4946.58,4832.54,4960.05,38.15,0.0,76.83522456096462,92.8173655695118,183.89999989999998,0.0,2.283752808988764,0
2024-06-09,Telangana,Nalgonda,Nalgonda Mandi,Maize,4933.23,5144.16,4996.26,56.51,34.6,26.0,0.8,0.8,17.0577,79.2684,2024,2225,6,161,1.2246467991473532e-16,-1.0,5081.35,4965.57,5150.27,4942.58,38.1,0.0,75.93138983256733,92.57130471950411,184.4999999,0.0,2.2455101123595504,0
2024-06-10,Telangana,Nalgonda,Nalgonda Mandi,Maize,4909.85,5189.23,5052.56,42.84,33.15,26.3,6.0,6.0,17.0577,79.2684,2024,2225,6,162,1.2246467991473532e-16,-1.0,4996.26,4946.73,4925.79,4980.9,39.45,0.0,74.87440032354277,93.4453614919854,190.4999999,0.0,2.2708134831460676,0
2024-06-11,Telangana,Nalgonda,Nalgonda Mandi,Maize,4922.12,5128.44,4994.7,33.88,33.6,26.15,3.8,3.8,17.0577,79.2684,2024,2225,6,163,1.2246467991473532e-16,-1.0,5052.56,4895.04,4869.35,4878.43,36.05,0.0,56.11457000340782,91.25739313838521,189.1999995,0.0,2.2448089887640448,0
2024-06-12,Telangana,Nalgonda,Nalgonda Mandi,Maize,4800.9,4992.07,4908.49,42.17,34.25,25.6,0.7,0.7,17.0577,79.2684,2024,2225,6,164,1.2246467991473532e-16,-1.0,4994.7,4926.0,5109.54,4807.93,36.9,0.0,61.44980212297727,86.0809144672455,189.1999995,0.0,2.2060629213483147,0
2024-06-13,Telangana,Nalgonda,Nalgonda Mandi,Maize,4810.38,5039.15,4912.41,89.68,36.1,25.8,5.2,5.2,17.0577,79.2684,2024,2225,6,165,1.2246467991473532e-16,-1.0,4908.49,5056.73,5011.26,4980.58,36.25,0.0,71.7702355735738,87.2909388169255,194.0999995,0.0,2.2078247191011235,0
2024-06-14,Telangana,Nalgonda,Nalgonda Mandi,Maize,4800.83,5068.27,4949.23,26.33,34.7,26.3,1.9,1.9,17.0577,79.2684,2024,2225,6,166,1.2246467991473532e-16,-1.0,4912.41,5074.12,5108.95,4929.46,37.65,0.0,66.42180214357697,86.89199980964614,191.6999998,240.0999995,2.224373033707865,0
2024-06-15,Telangana,Nalgonda,Nalgonda Mandi,Maize,4920.57,5081.08,5026.34,83.67,35.75,26.75,0.0,0.0,17.0577,79.2684,2024,2225,6,167,1.2246467991473532e-16,-1.0,4949.23,5081.35,4946.58,4934.48,32.35,36.0,55.47448044779527,86.46221012607211,167.1999978,239.6999995,2.2590292134831462,0
2024-06-16,Telangana,Nalgonda,Nalgonda Mandi,Maize,5120.24,5365.62,5243.89,13.5,35.35,26.05,10.1,10.1,17.0577,79.2684,2024,2225,6,168,1.2246467991473532e-16,-1.0,5026.34,4996.26,4965.57,4950.14,32.55,36.6,115.82580335922617,97.31144116499945,164.1999978,249.79999949999998,2.3568044943820228,0
2024-06-17,Telangana,Nalgonda,Nalgonda Mandi,Maize,4789.85,5043.52,4898.67,22.59,36.45,25.85,6.7999997,6.7999997,17.0577,79.2684,2024,2225,6,169,1.2246467991473532e-16,-1.0,5243.89,5052.56,4946.73,5191.63,33.85,36.3,121.42781130014396,92.3538275965005,170.4999975,256.2999992,2.201649438202247,0
2024-06-18,Telangana,Nalgonda,Nalgonda Mandi,Maize,4976.77,5181.37,5087.96,74.08,38.2,27.2,0.2,0.2,17.0577,79.2684,2024,2225,6,170,1.2246467991473532e-16,-1.0,4898.67,4994.7,4895.04,4916.04,35.05,31.6,126.95174514451804,92.70023675650789,163.7999975,254.4999992,2.286723595505618,0
2024-06-19,Telangana,Nalgonda,Nalgonda Mandi,Maize,5059.49,5244.43,5167.82,96.44,34.4,27.6,1.6,1.6,17.0577,79.2684,2024,2225,6,171,1.2246467991473532e-16,-1.0,5087.96,4908.49,4926.0,4979.61,34.3,34.85,132.21365634385208,97.55237057454103,154.79999750000002,256.0999992,2.3226157303370787,0
2024-06-20,Telangana,Nalgonda,Nalgonda Mandi,Maize,4944.22,5146.6,5029.5,23.49,36.6,28.1,1.3000001,1.3000001,17.0577,79.2684,2024,2225,6,172,1.2246467991473532e-16,-1.0,5167.82,4912.41,5056.73,5036.63,33.8,36.2,120.09977463204262,97.48315977408696,153.99999759999997,257.3999993,2.2604494382022473,0
2024-06-21,Telangana,Nalgonda,Nalgonda Mandi,Maize,4790.69,5053.73,4923.74,91.24,36.25,27.25,7.8999996,7.8999996,17.0577,79.2684,2024,2225,6,173,1.2246467991473532e-16,-1.0,5029.5,4949.23,5074.12,4917.45,35.65,37.35,124.24900219969496,97.29384396598839,160.49999709999997,265.2999989,2.212916853932584,0
2024-06-22,Telangana,Nalgonda,Nalgonda Mandi,Maize,4827.6,5003.55,4913.59,73.81,31.15,26.1,7.8000007,7.8000007,17.0577,79.2684,2024,2225,6,174,1.2246467991473532e-16,-1.0,4923.74,5026.34,5081.35,5071.17,37.2,36.95,135.2516927101214,97.88949642795959,168.19999779999998,273.0999996,2.2083550561797756,0
2024-06-23,Telangana,Nalgonda,Nalgonda Mandi,Maize,4906.59,5078.33,4978.88,96.63,35.5,25.6,0.1,0.1,17.0577,79.2684,2024,2225,6,175,1.2246467991473532e-16,-1.0,4913.59,5243.89,4996.26,5008.57,40.85,37.2,100.63702047694399,97.95465137958755,168.2999978,273.1999996,2.2376988764044943,0
2024-06-24,Telangana,Nalgonda,Nalgonda Mandi,Maize,4884.51,5028.82,4977.88,45.73,36.45,26.2,0.2,0.2,17.0577,79.2684,2024,2225,6,176,1.2246467991473532e-16,-1.0,4978.88,4898.67,5052.56,4832.54,37.7,37.65,91.36779710390147,92.8768192130113,168.4999978,273.3999996,2.237249438202247,0
2024-06-25,Telangana,Nalgonda,Nalgonda Mandi,Maize,4683.59,4884.1,4798.18,23.66,36.0,25.95,28.799997,28.799997,17.0577,79.2684,2024,2225,6,177,1.2246467991473532e-16,-1.0,4977.88,5087.96,4994.7,5150.27,41.3,37.55,113.76739082129987,95.9898818835767,197.0999948,302.1999966,2.156485393258427,0
2024-06-26,Telangana,Nalgonda,Nalgonda Mandi,Maize,4900.19,5132.07,5009.97,22.34,33.2,25.65,11.400001,11.400001,17.0577,79.2684,2024,2225,6,178,1.2246467991473532e-16,-1.0,4798.18,5167.82,4908.49,4925.79,40.3,38.85,78.04374338121613,95.19754265458357,208.4999958,313.5999976,2.2516719101123597,0
2024-06-27,Telangana,Nalgonda,Nalgonda Mandi,Maize,4975.92,5183.26,5118.04,31.09,27.05,25.35,24.7,24.7,17.0577,79.2684,2024,2225,6,179,1.2246467991473532e-16,-1.0,5009.97,5029.5,4912.41,4869.35,39.25,39.5,98.15308468578054,94.67125932440582,233.1999958,338.2999976,2.3002426966292133,0
2024-06-28,Telangana,Nalgonda,Nalgonda Mandi,Maize,4837.9,5076.02,4957.9,27.75,31.35,24.6,14.1,14.1,17.0577,79.2684,2024,2225,6,180,1.2246467991473532e-16,-1.0,5118.04,4923.74,4949.23,5109.54,40.9,39.45,96.88855883608747,92.85426218035143,247.2999958,352.3999976,2.228269662921348,0
2024-06-29,Telangana,Nalgonda,Nalgonda Mandi,Maize,4892.74,5096.96,4983.71,14.97,32.1,25.45,0.90000004,0.90000004,17.0577,79.2684,2024,2225,6,181,1.2246467991473532e-16,-1.0,4957.9,4913.59,5026.34,5011.26,41.5,39.3,94.28701761365029,92.86108776944256,248.19999584,353.29999764,2.239869662921348,0
2024-06-30,Telangana,Nalgonda,Nalgonda Mandi,Maize,5142.93,5299.74,5213.49,86.55,31.55,25.15,13.200001,13.200001,17.0577,79.2684,2024,2225,6,182,1.2246467991473532e-16,-1.0,4983.71,4978.88,5243.89,5108.95,42.45,39.75,130.61970751183233,98.94237353416713,261.39999684000003,366.49999864,2.3431415730337077,0
2024-07-01,Telangana,Nalgonda,Nalgonda Mandi,Maize,4717.25,4882.64,4806.72,28.69,31.9,25.15,4.4,4.4,17.0577,79.2684,2024,2225,7,183,-0.4999999999999997,-0.8660254037844388,5213.49,4977.88,4898.67,4946.58,41.25,40.1,151.62749722357833,104.72938143494932,257.99999714,370.89999864,2.160323595505618,0
2024-07-02,Telangana,Nalgonda,Nalgonda Mandi,Maize,4944.9,5163.8,5025.63,65.85,33.05,26.6,0.6,0.6,17.0577,79.2684,2024,2225,7,184,-0.4999999999999997,-0.8660254037844388,4806.72,4798.18,5087.96,4965.57,36.5,39.85,127.64418107342445,104.69147228991407,226.29999714,371.49999864,2.2587101123595508,0
2024-07-03,Telangana,Nalgonda,Nalgonda Mandi,Maize,5115.4,5349.22,5264.56,94.84,33.35,26.15,0.0,0.0,17.0577,79.2684,2024,2225,7,185,-0.4999999999999997,-0.8660254037844388,5025.63,5009.97,5167.82,4946.73,34.35,40.55,158.11009654216173,114.85796183052324,224.59999714,371.49999864,2.3660943820224722,0
2024-07-04,Telangana,Nalgonda,Nalgonda Mandi,Maize,5042.14,5178.27,5125.2,50.67,33.8,26.75,0.5,0.5,17.0577,79.2684,2024,2225,7,186,-0.4999999999999997,-0.8660254037844388,5264.56,5118.04,5029.5,4895.04,36.8,40.9,158.62433290790054,114.66238380266711,214.79999813999999,371.99999864,2.303460674157303,0
2024-07-05,Telangana,Nalgonda,Nalgonda Mandi,Maize,4776.41,5040.68,4924.02,68.87,33.2,25.15,4.5,4.5,17.0577,79.2684,2024,2225,7,187,-0.4999999999999997,-0.8660254037844388,5125.2,4957.9,4923.74,4926.0,34.25,41.6,162.51053193709154,114.71699809110363,195.09999914,376.49999864,2.2130426966292136,0
2024-07-06,Telangana,Nalgonda,Nalgonda Mandi,Maize,4849.56,5058.96,4978.89,69.66,32.55,25.1,9.399999,9.399999,17.0577,79.2684,2024,2225,7,188,-0.4999999999999997,-0.8660254037844388,4924.02,4983.71,4913.59,5056.73,35.55,42.55,162.84338154891637,114.66107905725694,167.19999814000002,385.89999764,2.237703370786517,0
2024-07-07,Telangana,Nalgonda,Nalgonda Mandi,Maize,4768.77,4925.14,4859.93,73.64,31.05,24.5,16.4,16.4,17.0577,79.2684,2024,2225,7,189,-0.4999999999999997,-0.8660254037844388,4978.89,5213.49,4978.88,5074.12,34.6,39.35,157.8432391118914,117.4314865984099,183.29999814,402.29999764,2.184238202247191,0
2024-07-08,Telangana,Nalgonda,Nalgonda Mandi,Maize,4910.91,5060.43,4972.88,31.82,30.45,24.7,2.2000003,2.2000003,17.0577,79.2684,2024,2225,7,190,-0.4999999999999997,-0.8660254037844388,4859.93,4806.72,4977.88,5081.35,34.75,37.7,135.17617464063895,116.73060416011785,185.49999844,404.49999794,2.2350022471910114,0
2024-07-09,Telangana,Nalgonda,Nalgonda Mandi,Maize,4898.65,5130.08,5005.52,96.81,29.8,24.6,10.9,10.9,17.0577,79.2684,2024,2225,7,191,-0.4999999999999997,-0.8660254037844388,4972.88,5025.63,4798.18,4996.26,34.6,38.15,135.28958100523397,116.72340333051203,195.59999843999998,415.39999794,2.24967191011236,0
2024-07-10,Telangana,Nalgonda,Nalgonda Mandi,Maize,4715.36,4940.36,4864.37,62.8,33.5,24.45,1.6000001,1.6000001,17.0577,79.2684,2024,2225,7,192,-0.4999999999999997,-0.8660254037844388,5005.52,5264.56,5009.97,5052.56,33.15,37.35,91.58129846519994,119.03961741234778,191.19999854,416.69999803999997,2.1862337078651684,0
2024-07-11,Telangana,Nalgonda,Nalgonda Mandi,Maize,4872.59,5130.0,4986.72,40.06,32.3,25.7,4.7999997,4.7999997,17.0577,79.2684,2024,2225,7,193,-0.4999999999999997,-0.8660254037844388,4864.37,5125.2,5118.04,4994.7,33.6,31.85,59.76885906796652,119.05478210741326,192.19999824,406.09999774,2.2412224719101124,0
2024-07-12,Telangana,Nalgonda,Nalgonda Mandi,Maize,4994.75,5166.65,5057.9,52.4,34.25,25.15,7.6,7.6,17.0577,79.2684,2024,2225,7,194,-0.4999999999999997,-0.8660254037844388,4986.72,4924.02,4957.9,4908.49,34.25,37.1,73.08300981630512,118.34151833308223,199.09999824,413.59999774,2.2732134831460673,0
2024-07-13,Telangana,Nalgonda,Nalgonda Mandi,Maize,4975.35,5220.18,5112.57,77.3,30.95,24.85,11.900001,11.900001,17.0577,79.2684,2024,2225,7,195,-0.4999999999999997,-0.8660254037844388,5057.9,4978.89,4983.71,4912.41,36.1,37.65,93.25363100297285,118.75117210310785,205.79999924,425.49999873999997,2.2977842696629214,0
2024-07-14,Telangana,Nalgonda,Nalgonda Mandi,Maize,4949.43,5197.73,5057.53,32.02,26.9,24.7,18.600002,18.600002,17.0577,79.2684,2024,2225,7,196,-0.4999999999999997,-0.8660254037844388,5112.57,4859.93,5213.49,4949.23,34.7,39.9,79.79116361149644,118.52405785179232,222.50000124,444.10000074,2.2730471910112358,0
2024-07-15,Telangana,Nalgonda,Nalgonda Mandi,Maize,4809.14,5021.04,4939.87,46.74,30.15,24.65,20.1,20.1,17.0577,79.2684,2024,2225,7,197,-0.4999999999999997,-0.8660254037844388,5057.53,4972.88,4806.72,5026.34,35.75,39.95,83.13287390563349,119.22272092190671,242.60000123999998,464.20000074,2.2201662921348313,0
2024-07-16,Telangana,Nalgonda,Nalgonda Mandi,Maize,4901.19,5088.58,4986.11,86.17,32.05,24.65,0.8000001,0.8000001,17.0577,79.2684,2024,2225,7,198,-0.4999999999999997,-0.8660254037844388,4939.87,5005.52,5025.63,5243.89,35.35,40.65,83.37750293237706,110.73581001178181,233.30000134,465.00000084,2.2409483146067415,0
2024-07-17,Telangana,Nalgonda,Nalgonda Mandi,Maize,4997.1,5168.97,5098.81,98.47,30.7,25.55,2.1,2.1,17.0577,79.2684,2024,2225,7,199,-0.4999999999999997,-0.8660254037844388,4986.11,4864.37,5264.56,4898.67,36.45,41.2,64.40423584857105,110.39120974760672,228.60000164000002,467.10000084,2.2916000000000003,0
